timestamp,lane_1_avg_density,lane_1_volume,lane_2_avg_density,lane_2_volume,lane_3_avg_density,lane_3_volume,lane_4_avg_density,lane_4_volume
2026-08-16 06:49:10,9.53,131,14.61,111,9.32,111,16.77,100
2026-08-16 06:50:00,10.37,137,14.11,99,10.25,127,16.25,96
2026-08-16 06:50:50,9.8,149,14.6,107,8.91,110,16.48,101
2026-08-16 06:51:40,9.58,135,14.68,113,9.73,118,16.9,113
2026-08-16 06:52:30,8.57,119,13.42,101,10.59,130,17.22,107
2026-08-16 06:53:20,7.64,113,14.72,113,10.0,119,17.18,102
2026-08-16 06:54:10,8.6,123,16.01,109,7.69,99,17.68,112
2026-08-16 06:55:00,9.9,137,15.24,113,7.09,90,17.9,102
2026-08-16 06:55:50,9.75,141,14.76,97,8.31,104,16.67,108
2026-08-16 06:56:40,10.56,151,14.87,108,8.15,99,17.36,110
2026-08-16 06:57:30,10.68,145,15.01,103,7.12,79,17.96,108
2026-08-16 06:58:20,9.9,135,15.37,106,6.7,86,17.11,100
2026-08-16 06:59:10,10.11,140,16.72,130,7.55,103,17.05,99
2026-08-16 07:00:00,11.33,142,16.17,126,8.01,105,17.53,111
2026-08-16 07:00:50,10.98,143,15.23,116,7.69,102,17.2,115
2026-08-16 07:01:40,12.09,173,13.98,95,7.29,99,17.98,105
2026-08-16 07:02:30,9.35,142,13.42,98,6.93,90,19.71,122
2026-08-16 07:03:20,10.04,139,13.48,111,6.14,82,18.58,98
2026-08-16 07:04:10,9.98,143,14.94,111,7.78,95,17.14,102
2026-08-16 07:05:00,9.59,137,14.4,125,7.4,92,17.3,106
2026-08-16 07:05:50,9.6,154,14.51,110,8.48,108,17.78,103
2026-08-16 07:06:40,7.78,120,14.42,108,9.67,123,17.41,100
2026-08-16 07:07:30,7.79,113,15.27,109,10.21,121,18.48,108
2026-08-16 07:08:20,8.3,114,17.03,123,9.36,111,17.09,107
2026-08-16 07:09:10,9.71,127,16.16,116,9.4,114,17.58,107
2026-08-16 07:10:00,9.16,131,15.46,118,9.05,114,16.94,89
2026-08-16 07:10:50,8.44,117,16.05,124,7.94,92,18.3,97
2026-08-16 07:11:40,8.09,109,16.27,111,8.12,90,19.69,114
2026-08-16 07:12:30,9.04,125,17.35,113,6.9,86,18.61,116
2026-08-16 07:13:20,9.33,125,17.3,109,8.01,94,17.86,90
2026-08-16 07:14:10,8.82,136,16.53,123,7.46,92,18.39,108
2026-08-16 07:15:00,9.3,137,16.61,111,7.59,95,17.82,105
2026-08-16 07:15:50,9.34,132,17.08,105,7.77,95,17.61,118
2026-08-16 07:16:40,10.15,151,17.25,127,7.43,102,17.5,105
2026-08-16 07:17:30,9.36,133,17.16,143,7.92,101,15.81,102
2026-08-16 07:18:20,9.02,123,17.52,125,7.36,95,15.94,101
2026-08-16 07:19:10,8.67,133,17.9,134,8.11,104,15.5,83
2026-08-16 07:20:00,7.43,112,18.39,131,6.73,82,15.29,102
2026-08-16 07:20:50,7.93,109,18.24,129,6.89,94,16.71,105
2026-08-16 07:21:40,8.32,119,17.49,132,8.68,106,15.69,102
2026-08-16 07:22:30,8.42,116,17.1,120,7.52,99,16.54,130
2026-08-16 07:23:20,8.3,111,17.58,128,6.84,83,16.36,87
2026-08-16 07:24:10,7.16,111,16.43,121,7.33,86,16.22,113
2026-08-16 07:25:00,7.07,116,16.37,113,7.45,99,16.98,103
2026-08-16 07:25:50,7.05,96,15.73,122,7.7,99,17.26,108
2026-08-16 07:26:40,6.64,103,15.52,112,8.05,96,17.69,108
2026-08-16 07:27:30,6.85,98,16.31,112,8.47,100,18.38,109
2026-08-16 07:28:20,7.53,107,16.14,121,9.26,118,17.91,106
2026-08-16 07:29:10,9.41,129,15.88,108,9.29,107,17.28,109
2026-08-16 07:30:00,9.5,129,14.59,108,8.73,116,16.36,91
2026-08-16 07:30:50,9.65,136,15.11,111,9.08,106,15.8,104
2026-08-16 07:31:40,9.49,129,15.48,122,10.5,128,18.43,109
2026-08-16 07:32:30,7.73,114,16.97,126,9.85,117,19.27,108
2026-08-16 07:33:20,7.9,114,16.33,118,8.54,108,17.85,106
2026-08-16 07:34:10,8.12,116,16.2,124,9.31,110,16.67,112
2026-08-16 07:35:00,10.42,140,16.11,128,8.86,108,17.16,102
2026-08-16 07:35:50,10.04,137,17.07,127,6.6,86,17.64,111
2026-08-16 07:36:40,10.16,146,16.59,120,7.43,89,18.04,105
2026-08-16 07:37:30,9.96,143,16.48,108,6.88,93,17.74,114
2026-08-16 07:38:20,8.8,120,16.64,111,6.81,86,17.59,113
2026-08-16 07:39:10,9.84,139,16.46,116,7.14,90,17.84,122
2026-08-16 07:40:00,10.38,149,15.82,110,7.29,88,17.85,108
2026-08-16 07:40:50,10.88,141,15.77,113,7.89,86,15.98,105
2026-08-16 07:41:40,9.81,141,16.41,119,7.36,93,16.02,101
2026-08-16 07:42:30,10.94,147,15.34,116,7.78,110,15.56,107
2026-08-16 07:43:20,9.43,137,15.33,111,7.42,98,16.01,95
2026-08-16 07:44:10,9.9,134,14.68,112,8.03,100,18.72,119
2026-08-16 07:45:00,11.71,150,15.6,114,8.44,103,18.87,113
2026-08-16 07:45:50,10.45,136,14.28,90,7.37,94,18.44,112
2026-08-16 07:46:40,9.76,137,13.91,96,8.31,106,19.1,116
2026-08-16 07:47:30,9.76,139,14.32,105,7.63,90,19.31,118
2026-08-16 07:48:20,9.23,125,15.59,104,8.27,108,19.44,116
2026-08-16 07:49:10,7.86,118,15.42,117,8.42,108,19.71,120
2026-08-16 07:50:00,8.12,107,14.9,122,9.88,122,21.14,137
2026-08-16 07:50:50,7.35,108,16.34,128,9.25,115,19.73,126
2026-08-16 07:51:40,8.05,109,15.0,108,8.6,106,19.87,125
2026-08-16 07:52:30,7.42,105,13.29,112,8.35,107,18.83,111
2026-08-16 07:53:20,9.06,129,13.88,104,7.88,102,19.18,110
2026-08-16 07:54:10,8.41,116,13.65,99,8.49,103,18.27,118
2026-08-16 07:55:00,8.26,117,13.06,93,6.8,85,17.91,116
2026-08-16 07:55:50,9.13,136,13.9,101,5.89,79,17.72,119
2026-08-16 07:56:40,8.08,113,14.27,103,5.1,79,18.61,109
2026-08-16 07:57:30,8.47,127,13.95,105,6.26,76,19.32,115
2026-08-16 07:58:20,9.75,130,13.14,100,7.94,92,18.15,99
2026-08-16 07:59:10,8.28,123,14.12,105,7.72,98,18.23,108
2026-08-16 08:00:00,8.61,132,14.78,112,7.47,95,17.68,115
2026-08-16 08:00:50,8.96,113,14.77,118,7.49,96,16.77,101
2026-08-16 08:01:40,9.72,132,16.27,125,8.49,106,16.85,109
2026-08-16 08:02:30,8.6,127,15.3,100,7.44,93,16.86,103
2026-08-16 08:03:20,7.57,110,14.13,84,7.62,104,19.12,118
2026-08-16 08:04:10,8.32,122,13.78,110,8.43,96,19.41,109
2026-08-16 08:05:00,8.76,121,13.99,93,8.7,103,18.17,111
2026-08-16 08:05:50,9.1,130,14.4,105,8.64,106,17.8,88
2026-08-16 08:06:40,9.47,133,14.38,97,9.34,105,18.79,113
2026-08-16 08:07:30,8.89,134,14.82,95,6.56,85,20.52,111
2026-08-16 08:08:20,9.2,132,13.96,108,7.27,101,18.97,123
2026-08-16 08:09:10,9.53,136,15.32,118,6.67,87,17.42,113
2026-08-16 08:10:00,8.92,125,15.31,107,5.09,72,19.19,119
2026-08-16 08:10:50,10.67,145,16.23,97,5.88,72,19.49,128
2026-08-16 08:11:40,10.94,149,16.41,114,7.34,90,18.71,107
2026-08-16 08:12:30,9.72,139,16.67,123,7.2,90,19.22,128
2026-08-16 08:13:20,10.3,141,16.98,110,8.08,99,17.04,112
2026-08-16 08:14:10,9.36,134,17.15,124,9.43,121,17.37,105
2026-08-16 08:15:00,10.12,154,17.45,125,10.31,126,17.93,118
2026-08-16 08:15:50,11.1,158,18.25,134,11.35,128,18.89,107
2026-08-16 08:16:40,10.19,140,18.06,129,11.43,136,18.13,105
2026-08-16 08:17:30,10.99,159,18.29,122,10.88,131,18.39,108
2026-08-16 08:18:20,11.19,152,17.89,137,8.9,115,17.79,105
2026-08-16 08:19:10,11.72,148,18.73,131,8.45,112,18.26,104
2026-08-16 08:20:00,13.13,172,17.81,127,7.53,90,17.71,117
2026-08-16 08:20:50,12.44,158,18.95,126,9.48,111,17.66,106
2026-08-16 08:21:40,11.41,155,18.51,128,9.02,104,17.14,108
2026-08-16 08:22:30,10.43,145,17.06,115,8.89,108,18.06,106
2026-08-16 08:23:20,9.66,146,17.05,121,9.18,114,19.01,102
2026-08-16 08:24:10,9.65,138,16.41,132,8.96,115,18.94,117
2026-08-16 08:25:00,10.03,139,17.05,111,10.28,122,19.1,102
2026-08-16 08:25:50,10.29,148,16.45,106,9.3,111,18.02,110
2026-08-16 08:26:40,11.0,139,16.11,128,9.21,113,18.06,101
2026-08-16 08:27:30,10.89,152,14.71,107,8.29,99,18.31,125
2026-08-16 08:28:20,12.07,169,14.63,102,6.98,100,20.72,130
2026-08-16 08:29:10,11.57,150,13.05,107,6.51,77,19.7,119
2026-08-16 08:30:00,13.77,192,12.36,89,6.64,87,20.97,134
2026-08-16 08:30:50,13.8,188,13.59,116,6.4,94,21.67,122
2026-08-16 08:31:40,12.53,168,14.66,113,5.96,80,21.68,132
2026-08-16 08:32:30,11.27,159,15.3,108,4.93,68,22.91,136
2026-08-16 08:33:20,11.57,172,14.78,126,5.27,71,22.82,136
2026-08-16 08:34:10,11.2,155,15.05,105,4.26,62,22.77,143
2026-08-16 08:35:00,11.72,162,15.32,118,5.47,82,22.36,137
2026-08-16 08:35:50,11.95,161,14.66,110,5.88,68,23.08,137
2026-08-16 08:36:40,11.68,155,16.16,127,4.84,76,23.59,126
2026-08-16 08:37:30,10.77,154,16.96,134,4.99,63,22.61,126
2026-08-16 08:38:20,9.41,128,16.8,121,4.73,66,21.21,125
2026-08-16 08:39:10,9.2,131,16.86,115,5.48,73,20.95,125
2026-08-16 08:40:00,10.17,139,17.06,126,7.05,93,20.25,113
2026-08-16 08:40:50,10.44,148,15.5,108,5.46,67,20.26,138
2026-08-16 08:41:40,9.39,135,15.56,129,5.93,82,21.35,137
2026-08-16 08:42:30,9.74,143,15.28,113,6.07,91,20.88,129
2026-08-16 08:43:20,10.24,140,14.81,106,6.96,83,20.83,125
2026-08-16 08:44:10,9.55,133,14.96,111,7.3,94,20.88,123
2026-08-16 08:45:00,9.88,133,16.71,109,6.71,84,21.58,121
2026-08-16 08:45:50,10.08,138,17.31,116,6.61,88,19.63,119
2026-08-16 08:46:40,9.2,133,16.88,131,6.09,81,19.33,118
2026-08-16 08:47:30,9.77,142,17.41,119,7.35,90,19.76,110
2026-08-16 08:48:20,10.45,140,18.51,123,7.47,97,20.94,127
2026-08-16 08:49:10,11.48,163,19.07,139,9.28,122,20.55,122
2026-08-16 08:50:00,12.34,176,18.9,143,9.04,109,19.09,102
2026-08-16 08:50:50,10.94,154,18.21,135,8.26,106,19.91,114
2026-08-16 08:51:40,10.14,153,18.66,140,6.86,82,19.58,115
2026-08-16 08:52:30,10.74,144,18.82,127,5.41,69,18.85,127
2026-08-16 08:53:20,11.25,148,19.35,125,4.38,66,18.7,117
2026-08-16 08:54:10,11.7,150,19.6,150,5.19,79,18.94,105
2026-08-16 08:55:00,15.01,209,20.14,138,6.1,83,18.8,117
2026-08-16 08:55:50,14.95,203,19.38,134,4.98,68,17.37,96
2026-08-16 08:56:40,15.4,204,20.17,152,6.28,83,18.71,121
2026-08-16 08:57:30,15.62,209,19.99,144,6.13,75,20.17,118
2026-08-16 08:58:20,15.55,200,21.28,151,6.59,89,20.9,124
2026-08-16 08:59:10,14.65,210,20.26,159,8.31,108,20.06,130
2026-08-16 09:00:00,14.83,199,21.26,142,9.12,109,20.11,112
2026-08-16 09:00:50,13.64,184,20.93,153,8.76,105,20.33,112
2026-08-16 09:01:40,13.1,182,20.0,140,7.89,100,21.01,121
2026-08-16 09:02:30,12.44,172,19.35,138,6.0,78,21.66,136
2026-08-16 09:03:20,12.37,170,18.92,146,5.71,77,21.05,115
2026-08-16 09:04:10,14.28,187,19.14,139,5.92,90,21.22,106
2026-08-16 09:05:00,12.24,170,19.41,141,5.4,73,21.67,125
2026-08-16 09:05:50,12.74,184,18.79,141,5.74,76,22.88,138
2026-08-16 09:06:40,11.16,162,18.7,129,6.22,79,23.3,145
2026-08-16 09:07:30,10.82,159,20.29,135,6.35,87,23.72,135
2026-08-16 09:08:20,11.91,160,21.33,140,6.09,80,23.51,135
2026-08-16 09:09:10,11.94,157,21.23,132,6.61,83,24.42,150
2026-08-16 09:10:00,10.96,151,20.83,161,7.3,100,24.38,129
2026-08-16 09:10:50,10.46,146,20.57,135,6.5,92,23.3,134
2026-08-16 09:11:40,11.26,162,20.73,143,8.1,98,24.25,143
2026-08-16 09:12:30,10.7,138,19.6,135,8.08,91,24.48,146
2026-08-16 09:13:20,11.07,162,19.24,138,8.18,107,23.74,135
2026-08-16 09:14:10,11.23,154,17.85,134,8.9,106,23.09,136
2026-08-16 09:15:00,10.76,147,18.27,137,9.08,115,23.17,118
2026-08-16 09:15:50,12.82,168,18.82,128,9.88,109,23.39,132
2026-08-16 09:16:40,13.25,169,18.42,129,9.97,124,23.35,140
2026-08-16 09:17:30,11.29,160,19.67,140,9.23,106,23.42,130
2026-08-16 09:18:20,11.56,159,18.58,129,9.48,118,24.62,144
2026-08-16 09:19:10,11.05,145,17.47,138,8.34,103,25.13,149
2026-08-16 09:20:00,11.96,156,17.83,131,8.5,100,24.84,142
2026-08-16 09:20:50,11.28,153,18.78,139,8.52,103,25.21,147
2026-08-16 09:21:40,11.31,166,20.08,146,8.38,107,23.91,133
2026-08-16 09:22:30,11.88,161,19.53,147,8.33,104,23.98,138
2026-08-16 09:23:20,12.68,163,20.26,143,6.7,90,25.2,150
2026-08-16 09:24:10,11.56,157,20.02,130,6.53,95,24.58,144
2026-08-16 09:25:00,11.36,155,19.71,141,6.97,82,23.53,134
2026-08-16 09:25:50,11.08,137,20.27,136,7.41,102,22.8,136
2026-08-16 09:26:40,10.68,148,20.57,139,6.7,88,21.82,134
2026-08-16 09:27:30,12.48,168,19.11,139,8.19,97,21.25,112
2026-08-16 09:28:20,12.81,178,20.22,151,7.52,89,21.1,134
2026-08-16 09:29:10,11.63,171,21.1,147,8.62,105,20.12,118
2026-08-16 09:30:00,12.55,177,20.3,144,9.07,115,20.46,125
2026-08-16 09:30:50,14.39,191,20.41,156,8.48,104,21.48,136
2026-08-16 09:31:40,15.0,193,20.58,145,10.18,129,20.86,115
2026-08-16 09:32:30,13.27,195,20.55,164,8.92,102,22.33,127
2026-08-16 09:33:20,12.72,173,19.9,144,9.78,118,22.75,132
2026-08-16 09:34:10,13.8,186,19.25,121,10.59,120,23.54,132
2026-08-16 09:35:00,12.98,176,19.21,141,9.76,119,22.82,146
2026-08-16 09:35:50,13.3,181,20.09,144,10.93,134,23.45,131
2026-08-16 09:36:40,13.86,185,20.36,152,10.43,122,22.39,128
2026-08-16 09:37:30,12.85,171,19.89,145,10.5,112,23.12,137
2026-08-16 09:38:20,12.75,170,20.37,141,10.54,126,23.15,127
2026-08-16 09:39:10,9.88,138,17.99,118,10.22,124,23.48,135
2026-08-16 09:40:00,9.38,129,19.05,133,10.8,130,22.35,134
2026-08-16 09:40:50,9.65,132,17.72,120,11.29,139,21.61,126
2026-08-16 09:41:40,9.0,129,17.66,121,9.39,109,22.22,130
2026-08-16 09:42:30,10.98,150,17.02,127,10.55,129,21.46,124
2026-08-16 09:43:20,9.97,149,16.34,131,8.85,114,21.98,119
2026-08-16 09:44:10,9.99,124,17.66,129,9.85,110,20.91,127
2026-08-16 09:45:00,10.51,153,17.53,116,10.79,129,21.82,141
2026-08-16 09:45:50,12.11,173,18.05,132,9.58,113,20.89,125
2026-08-16 09:46:40,10.93,139,18.18,139,9.16,111,21.56,129
2026-08-16 09:47:30,12.23,165,18.7,127,8.18,104,22.19,136
2026-08-16 09:48:20,12.31,165,18.84,132,8.16,99,21.64,119
2026-08-16 09:49:10,11.52,150,17.9,128,8.06,97,22.22,143
2026-08-16 09:50:00,12.11,161,18.87,127,8.97,110,22.45,134
2026-08-16 09:50:50,12.38,162,18.54,136,10.22,117,21.98,141
2026-08-16 09:51:40,11.92,174,17.44,124,11.36,128,21.2,121
2026-08-16 09:52:30,12.11,171,17.37,128,10.56,129,19.75,131
2026-08-16 09:53:20,11.88,170,18.81,126,10.2,116,20.41,127
2026-08-16 09:54:10,12.12,170,19.52,134,8.55,109,19.4,121
2026-08-16 09:55:00,12.81,167,19.21,141,7.95,102,19.91,121
2026-08-16 09:55:50,14.2,187,18.94,131,9.05,102,20.04,118
2026-08-16 09:56:40,12.91,178,18.73,146,10.58,122,20.93,133
2026-08-16 09:57:30,14.78,190,20.4,139,9.29,119,20.87,125
2026-08-16 09:58:20,12.77,178,20.52,145,8.78,103,20.8,110
2026-08-16 09:59:10,12.65,170,20.65,151,8.86,106,21.61,120
2026-08-16 10:00:00,13.2,176,21.22,136,9.21,114,21.97,129
2026-08-16 10:00:50,13.4,185,21.1,133,8.52,109,22.25,133
2026-08-16 10:01:40,12.78,176,20.61,131,9.05,109,22.62,133
2026-08-16 10:02:30,12.61,169,20.24,152,8.69,104,21.28,135
2026-08-16 10:03:20,12.22,174,20.02,136,8.8,115,22.02,116
2026-08-16 10:04:10,11.8,155,19.86,160,9.41,123,22.53,134
2026-08-16 10:05:00,12.71,176,20.32,137,9.43,119,21.62,115
2026-08-16 10:05:50,13.06,180,20.18,143,9.05,111,21.48,133
2026-08-16 10:06:40,12.42,167,20.58,156,9.03,106,21.53,127
2026-08-16 10:07:30,13.29,181,20.3,158,9.03,106,21.48,130
2026-08-16 10:08:20,13.5,174,20.18,158,8.77,110,21.83,123
2026-08-16 10:09:10,14.13,195,18.47,140,8.65,109,23.02,144
2026-08-16 10:10:00,14.5,193,19.27,144,10.24,129,23.75,146
2026-08-16 10:10:50,13.53,179,19.5,142,10.65,130,22.39,136
2026-08-16 10:11:40,12.94,182,20.2,147,10.22,115,22.82,133
2026-08-16 10:12:30,13.6,179,17.79,122,10.76,133,23.76,143
2026-08-16 10:13:20,14.03,180,19.58,131,10.28,118,23.79,134
2026-08-16 10:14:10,13.84,177,19.39,136,11.24,130,24.38,148
2026-08-16 10:15:00,13.8,189,20.18,140,11.33,135,25.65,160
2026-08-16 10:15:50,14.79,190,19.19,132,10.97,140,25.9,157
2026-08-16 10:16:40,13.99,198,19.63,143,11.18,147,25.47,142
2026-08-16 10:17:30,14.3,179,18.71,140,9.51,118,25.76,151
2026-08-16 10:18:20,13.91,197,18.26,130,8.5,104,25.26,137
2026-08-16 10:19:10,13.57,184,19.83,151,7.58,98,24.73,148
2026-08-16 10:20:00,14.43,193,19.53,128,8.01,105,23.97,143
2026-08-16 10:20:50,14.92,196,19.6,136,9.83,117,24.89,131
2026-08-16 10:21:40,15.33,206,20.15,135,11.82,147,23.71,130
2026-08-16 10:22:30,16.1,213,20.33,127,12.07,142,24.63,141
2026-08-16 10:23:20,15.63,214,20.21,141,12.16,144,24.56,141
2026-08-16 10:24:10,15.81,210,20.27,141,10.14,125,22.94,126
2026-08-16 10:25:00,15.09,202,21.9,164,9.56,118,23.0,138
2026-08-16 10:25:50,15.04,198,21.37,153,8.85,113,21.02,127
2026-08-16 10:26:40,14.59,195,21.12,139,8.4,101,21.58,127
2026-08-16 10:27:30,14.41,195,21.56,164,8.43,102,22.26,126
2026-08-16 10:28:20,14.69,186,21.97,162,8.17,96,21.61,135
2026-08-16 10:29:10,13.68,176,22.38,159,6.59,88,21.65,140
2026-08-16 10:30:00,15.39,209,22.3,152,7.72,101,23.18,133
2026-08-16 10:30:50,14.11,190,20.86,137,7.02,92,22.46,128
2026-08-16 10:31:40,12.84,173,21.77,148,7.63,105,21.38,130
2026-08-16 10:32:30,13.84,186,20.39,151,9.8,118,22.54,130
2026-08-16 10:33:20,14.37,195,20.33,157,8.93,113,23.93,139
2026-08-16 10:34:10,14.67,193,19.46,149,6.73,82,23.48,143
2026-08-16 10:35:00,14.92,194,19.25,132,6.9,87,23.93,126
2026-08-16 10:35:50,14.58,196,19.37,127,8.3,106,24.57,152
2026-08-16 10:36:40,13.5,176,19.47,138,10.27,127,23.4,138
2026-08-16 10:37:30,13.44,184,19.62,124,9.04,109,22.61,130
2026-08-16 10:38:20,12.73,163,20.66,147,9.57,115,23.34,136
2026-08-16 10:39:10,13.57,189,20.65,143,9.14,104,24.33,141
2026-08-16 10:40:00,13.29,182,20.09,137,9.1,109,24.25,129
2026-08-16 10:40:50,12.46,171,20.55,131,11.57,140,22.98,145
2026-08-16 10:41:40,12.2,172,21.11,151,9.9,122,24.25,142
2026-08-16 10:42:30,12.61,181,19.71,134,10.07,123,23.26,139
2026-08-16 10:43:20,12.1,171,19.92,130,10.41,124,22.57,140
2026-08-16 10:44:10,11.44,146,20.18,118,11.26,133,22.53,126
2026-08-16 10:45:00,11.82,154,19.63,138,11.08,127,23.49,141
2026-08-16 10:45:50,12.13,162,20.44,157,11.12,135,23.72,137
2026-08-16 10:46:40,11.73,161,19.95,153,10.52,127,23.55,144
2026-08-16 10:47:30,11.43,160,19.74,135,10.6,128,23.44,122
2026-08-16 10:48:20,11.78,157,19.32,131,10.12,119,23.0,134
2026-08-16 10:49:10,10.6,148,19.11,138,10.58,115,23.03,131
2026-08-16 10:50:00,9.63,131,18.07,120,10.07,126,20.52,126
2026-08-16 10:50:50,9.41,129,16.91,124,10.32,121,20.21,124
2026-08-16 10:51:40,9.66,127,18.26,136,10.15,117,20.38,117
2026-08-16 10:52:30,10.33,138,17.52,135,11.06,134,19.38,112
2026-08-16 10:53:20,11.92,155,16.77,120,10.77,126,19.78,118
2026-08-16 10:54:10,12.72,167,15.23,110,8.94,115,19.63,112
2026-08-16 10:55:00,12.51,176,15.09,104,10.15,125,21.11,131
2026-08-16 10:55:50,12.45,164,14.43,100,9.21,116,22.21,128
2026-08-16 10:56:40,11.53,174,16.16,115,8.63,99,21.46,107
2026-08-16 10:57:30,11.61,162,17.13,126,8.2,108,21.08,123
2026-08-16 10:58:20,11.44,158,16.64,127,9.61,117,20.8,117
2026-08-16 10:59:10,11.82,157,18.49,125,7.62,94,20.26,110
2026-08-16 11:00:00,11.14,158,19.07,146,10.73,128,20.32,113
2026-08-16 11:00:50,11.73,157,18.55,129,11.47,126,19.57,119
2026-08-16 11:01:40,13.13,178,16.43,118,11.34,135,18.63,122
2026-08-16 11:02:30,12.87,190,18.31,124,10.97,125,19.26,118
2026-08-16 11:03:20,13.09,177,17.07,103,10.97,123,19.8,115
2026-08-16 11:04:10,13.53,189,15.81,122,11.18,124,19.07,119
2026-08-16 11:05:00,12.94,171,16.79,127,11.47,140,19.84,116
2026-08-16 11:05:50,12.98,176,18.71,130,11.63,133,19.24,111
2026-08-16 11:06:40,12.83,185,19.52,138,11.34,141,19.44,109
2026-08-16 11:07:30,12.77,169,19.57,142,10.84,126,20.07,108
2026-08-16 11:08:20,11.95,174,19.63,125,10.44,116,19.9,117
2026-08-16 11:09:10,11.95,168,19.88,135,10.07,115,20.15,122
2026-08-16 11:10:00,12.36,165,20.01,146,10.95,136,19.56,117
2026-08-16 11:10:50,13.54,186,19.74,128,11.21,131,19.31,114
