timestamp,lane_1_avg_density,lane_1_volume,lane_2_avg_density,lane_2_volume,lane_3_avg_density,lane_3_volume,lane_4_avg_density,lane_4_volume
2026-09-02 15:37:01,10.61,25,13.5,10,5.36,11,23.11,22
2026-09-02 15:37:59,12.01,34,11.6,17,5.69,10,25.8,30
2026-09-02 15:38:57,12.32,34,10.6,6,7.01,7,23.09,41
2026-09-02 15:39:56,12.28,23,9.5,24,7.34,21,25.61,38
2026-09-02 15:40:54,13.39,29,10.41,14,7.7,5,18.88,12
2026-09-02 15:41:53,12.79,27,11.56,8,6.95,12,13.25,36
2026-09-02 15:42:51,10.77,26,11.89,14,7.06,14,9.32,10
2026-09-02 15:43:49,10.04,24,12.11,26,8.49,1,15.79,24
2026-09-02 15:44:48,9.32,15,12.19,28,8.04,18,8.6,12
2026-09-02 15:45:46,10.25,15,11.8,26,8.12,11,5.05,8
2026-09-02 15:46:45,8.43,21,10.64,12,5.71,12,4.43,6
2026-09-02 15:47:43,5.94,8,13.75,20,6.95,10,10.79,22
2026-09-02 15:48:41,8.03,27,14.58,31,7.43,3,15.46,15
2026-09-02 15:49:40,6.64,17,12.07,14,8.81,15,13.19,9
2026-09-02 15:50:38,4.67,7,10.57,15,5.37,11,18.37,20
2026-09-02 15:51:37,7.82,17,10.17,10,6.25,17,19.59,25
2026-09-02 15:52:35,7.7,15,10.9,10,6.62,15,23.96,13
2026-09-02 15:53:33,9.88,21,13.23,27,7.06,2,25.53,37
2026-09-02 15:54:32,9.29,27,14.26,25,6.57,18,19.83,20
2026-09-02 15:55:30,7.84,10,14.96,25,7.17,17,20.05,31
2026-09-02 15:56:29,6.76,6,15.42,26,8.05,18,18.72,36
2026-09-02 15:57:27,7.47,20,15.73,29,7.89,16,20.49,29
2026-09-02 15:58:25,8.35,18,15.35,31,7.43,8,20.52,30
2026-09-02 15:59:24,7.86,20,14.7,22,7.25,16,19.83,22
2026-09-02 16:00:22,8.59,22,13.43,18,6.96,10,22.22,22
2026-09-02 16:01:21,6.7,16,10.17,10,7.24,30,21.03,11
2026-09-02 16:02:19,8.45,24,10.7,23,6.61,10,23.07,27
2026-09-02 16:03:17,6.15,10,14.01,18,4.88,3,21.46,23
2026-09-02 16:04:16,7.75,19,12.39,10,7.39,11,19.73,6
2026-09-02 16:05:14,10.37,18,11.29,16,5.61,20,23.1,31
2026-09-02 16:06:13,12.68,20,13.17,20,6.27,8,25.26,43
2026-09-02 16:07:11,15.22,34,12.85,24,5.42,1,27.73,36
2026-09-02 16:08:09,10.69,27,11.81,24,5.98,20,26.75,41
2026-09-02 16:09:08,12.27,14,14.32,17,5.6,13,22.75,26
2026-09-02 16:10:06,14.05,22,14.4,16,6.36,9,22.0,19
2026-09-02 16:11:05,14.71,31,14.66,20,5.96,16,21.42,27
2026-09-02 16:12:03,11.56,31,12.78,12,5.25,5,13.3,17
2026-09-02 16:13:01,12.17,21,13.29,19,6.52,5,11.02,8
2026-09-02 16:14:00,15.23,29,13.41,23,8.37,19,20.43,34
2026-09-02 16:14:58,10.83,15,14.11,21,8.43,11,19.64,27
2026-09-02 16:15:57,11.87,40,15.11,12,8.22,17,7.82,9
2026-09-02 16:16:55,13.67,31,15.67,16,6.87,12,11.85,20
2026-09-02 16:17:53,11.4,30,14.54,29,7.08,17,15.41,20
2026-09-02 16:18:52,12.41,30,14.66,16,7.77,14,11.9,23
2026-09-02 16:19:50,9.96,28,11.91,23,7.02,1,24.05,42
2026-09-02 16:20:49,8.97,24,13.02,23,8.22,18,26.67,27
2026-09-02 16:21:47,8.37,17,13.75,19,7.94,10,26.97,22
2026-09-02 16:22:45,9.88,26,12.54,13,8.19,19,23.09,39
2026-09-02 16:23:44,10.27,23,11.22,19,7.44,13,23.49,48
2026-09-02 16:24:42,12.44,34,11.53,13,7.0,21,25.2,25
2026-09-02 16:25:41,10.23,18,9.94,15,7.49,11,24.74,23
2026-09-02 16:26:39,10.41,19,11.39,18,7.95,1,19.81,16
2026-09-02 16:27:37,12.55,30,12.18,14,8.19,12,20.34,26
2026-09-02 16:28:36,13.09,35,10.74,16,6.89,15,20.43,27
2026-09-02 16:29:34,9.91,23,11.42,16,6.41,10,21.13,25
2026-09-02 16:30:33,11.7,20,13.4,13,6.88,9,16.13,29
2026-09-02 16:31:31,10.65,22,14.58,20,5.22,19,18.42,18
2026-09-02 16:32:29,11.63,22,15.2,18,7.29,12,18.74,20
2026-09-02 16:33:28,12.05,37,13.79,10,7.76,19,19.87,16
2026-09-02 16:34:26,14.02,34,12.65,17,7.75,14,20.41,37
2026-09-02 16:35:25,13.15,35,11.89,17,6.94,4,14.06,29
2026-09-02 16:36:23,8.97,22,12.95,16,8.08,8,19.56,36
2026-09-02 16:37:21,7.36,14,16.29,11,7.61,11,22.43,21
2026-09-02 16:38:20,10.29,30,16.84,29,9.62,17,15.64,33
2026-09-02 16:39:18,10.21,32,17.45,29,9.23,10,16.63,25
2026-09-02 16:40:17,12.75,30,17.44,29,7.01,4,14.14,26
2026-09-02 16:41:15,12.67,26,12.88,21,8.02,7,14.26,25
2026-09-02 16:42:13,10.73,30,12.31,11,7.3,9,20.23,23
2026-09-02 16:43:12,12.95,24,11.61,19,6.87,7,21.89,26
2026-09-02 16:44:10,10.78,28,13.78,15,6.9,9,28.76,21
2026-09-02 16:45:09,7.16,13,15.76,36,7.04,23,25.19,26
2026-09-02 16:46:07,12.63,20,13.32,17,7.53,14,18.12,22
2026-09-02 16:47:05,8.53,23,12.93,24,8.36,9,18.87,16
2026-09-02 16:48:04,10.8,25,13.5,11,8.53,14,8.92,17
2026-09-02 16:49:02,12.71,38,12.22,12,7.38,22,20.09,36
2026-09-02 16:50:01,12.39,24,11.24,14,6.03,15,20.6,22
2026-09-02 16:50:59,8.79,20,10.57,21,5.79,10,21.64,20
2026-09-02 16:51:57,11.64,18,12.57,22,6.88,4,21.04,20
2026-09-02 16:52:56,8.79,9,11.01,19,8.06,3,16.59,24
2026-09-02 16:53:54,7.25,7,13.21,9,9.76,13,16.87,37
2026-09-02 16:54:53,8.15,22,12.92,26,7.44,12,14.32,22
2026-09-02 16:55:51,10.81,16,13.76,15,7.56,3,13.88,21
2026-09-02 16:56:49,11.5,31,15.49,32,7.3,4,17.01,13
2026-09-02 16:57:48,12.86,35,13.1,31,6.96,12,12.62,22
2026-09-02 16:58:46,11.34,22,11.44,23,7.33,1,21.52,32
2026-09-02 16:59:45,10.92,33,12.36,25,7.13,2,15.84,19
2026-09-02 17:00:43,8.88,22,10.65,9,6.99,12,20.1,26
2026-09-02 17:01:41,9.17,27,10.09,32,6.5,15,16.67,18
2026-09-02 17:02:40,11.02,22,10.7,18,7.31,14,12.13,25
2026-09-02 17:03:38,10.47,29,11.47,24,8.49,20,15.98,33
2026-09-02 17:04:37,11.58,19,9.78,11,9.8,24,17.38,26
2026-09-02 17:05:35,10.29,26,10.08,16,8.31,19,16.59,27
2026-09-02 17:06:33,9.47,18,11.74,11,6.84,10,16.77,23
2026-09-02 17:07:32,10.14,21,13.91,19,6.8,25,14.55,16
2026-09-02 17:08:30,10.11,26,10.11,16,6.17,22,17.45,17
2026-09-02 17:09:29,11.54,26,12.85,21,7.75,19,15.48,19
2026-09-02 17:10:27,11.62,24,13.84,29,6.75,7,16.3,23
2026-09-02 17:11:25,14.56,34,11.4,21,7.08,15,21.19,27
2026-09-02 17:12:24,12.68,31,9.34,17,5.78,1,14.23,29
2026-09-02 17:13:22,11.53,16,11.0,17,6.05,9,13.07,26
2026-09-02 17:14:21,9.33,24,10.7,29,6.78,1,11.92,30
2026-09-02 17:15:19,9.97,26,11.37,14,8.63,11,10.72,24
2026-09-02 17:16:17,11.57,20,12.88,27,7.38,19,7.73,13
2026-09-02 17:17:16,9.88,24,11.88,6,7.75,13,10.27,18
2026-09-02 17:18:14,10.14,14,12.1,13,5.38,20,13.49,7
2026-09-02 17:19:13,11.71,33,12.7,22,4.88,10,14.32,34
2026-09-02 17:20:11,11.08,22,13.69,19,4.99,11,8.78,11
2026-09-02 17:21:09,9.96,21,15.62,41,5.38,9,14.65,18
2026-09-02 17:22:08,12.05,32,16.67,39,6.59,15,18.26,39
2026-09-02 17:23:06,11.67,24,15.06,13,7.53,13,17.83,15
2026-09-02 17:24:05,11.99,29,13.35,14,5.72,18,13.21,15
2026-09-02 17:25:03,13.61,21,16.32,23,6.89,22,11.0,17
2026-09-02 17:26:01,14.53,26,15.44,33,5.84,13,21.01,22
2026-09-02 17:27:00,12.3,17,14.57,28,8.33,7,26.07,32
2026-09-02 17:27:58,10.62,22,11.7,20,8.21,17,24.04,31
2026-09-02 17:28:57,11.1,30,12.85,11,7.97,21,17.18,28
2026-09-02 17:29:55,10.61,24,11.15,12,7.46,17,21.84,27
2026-09-02 17:30:53,7.03,23,10.61,1,7.31,14,20.23,32
2026-09-02 17:31:52,10.76,17,8.94,6,7.25,18,25.3,28
2026-09-02 17:32:50,10.66,18,9.17,18,6.48,20,19.22,30
2026-09-02 17:33:49,11.93,22,10.2,21,7.53,1,19.78,35
2026-09-02 17:34:47,9.13,24,8.41,6,7.65,22,17.34,10
2026-09-02 17:35:45,12.01,27,8.26,15,8.23,18,19.75,24
2026-09-02 17:36:44,10.25,22,9.41,25,7.71,16,15.57,23
2026-09-02 17:37:42,10.07,26,8.28,15,8.18,10,19.32,10
2026-09-02 17:38:41,7.56,17,7.61,11,6.94,14,16.28,1
2026-09-02 17:39:39,8.33,19,7.85,17,10.76,20,12.39,22
2026-09-02 17:40:37,8.67,28,7.1,16,8.52,5,15.94,17
2026-09-02 17:41:36,8.94,17,9.74,16,7.46,17,16.71,29
2026-09-02 17:42:34,10.26,24,8.85,11,8.3,14,7.63,15
2026-09-02 17:43:33,10.34,32,11.02,15,9.09,23,10.56,17
2026-09-02 17:44:31,12.07,26,12.55,20,7.42,17,12.89,17
2026-09-02 17:45:29,10.43,27,10.2,13,5.49,10,14.6,22
2026-09-02 17:46:28,8.45,16,10.69,25,4.61,10,23.15,22
2026-09-02 17:47:26,9.07,32,10.17,22,4.51,14,17.36,19
2026-09-02 17:48:25,10.63,10,8.85,21,4.66,11,16.41,29
2026-09-02 17:49:23,12.71,20,9.28,27,5.4,14,9.0,14
2026-09-02 17:50:21,13.15,21,9.67,25,7.11,8,5.52,17
2026-09-02 17:51:20,8.61,29,11.36,26,8.18,6,7.0,14
2026-09-02 17:52:18,9.86,24,12.85,22,7.03,9,9.66,14
2026-09-02 17:53:17,12.61,25,10.48,15,7.55,4,10.97,10
2026-09-02 17:54:15,11.66,17,10.11,30,8.22,9,15.11,28
2026-09-02 17:55:13,10.01,24,11.32,14,9.17,17,17.97,17
2026-09-02 17:56:12,10.54,24,13.04,16,8.09,4,20.8,30
2026-09-02 17:57:10,9.34,17,8.5,9,6.81,5,17.72,11
2026-09-02 17:58:09,10.74,14,11.49,19,7.62,17,18.52,27
2026-09-02 17:59:07,10.36,16,11.05,20,8.91,11,14.08,24
2026-09-02 18:00:05,12.73,28,13.39,26,7.53,13,15.77,17
2026-09-02 18:01:04,12.49,28,11.79,17,9.31,7,17.27,11
2026-09-02 18:02:02,10.07,23,10.19,6,10.13,9,14.16,19
2026-09-02 18:03:01,11.07,23,10.58,19,8.53,12,1.25,10
2026-09-02 18:03:59,12.29,15,12.53,25,6.18,21,3.91,7
2026-09-02 18:04:57,10.21,23,11.95,19,5.8,14,18.59,19
2026-09-02 18:05:56,9.23,15,7.92,13,5.82,1,16.54,30
2026-09-02 18:06:54,5.15,14,10.18,20,6.77,15,13.1,19
2026-09-02 18:07:53,8.64,23,8.0,22,5.0,16,14.05,17
2026-09-02 18:08:51,7.97,15,7.65,13,8.28,18,18.7,31
2026-09-02 18:09:49,4.71,7,7.16,4,10.14,8,18.3,24
2026-09-02 18:10:48,3.41,17,5.82,8,8.02,13,15.87,17
2026-09-02 18:11:46,5.49,17,5.91,10,5.54,24,10.02,24
2026-09-02 18:12:45,8.56,16,6.37,1,5.84,6,10.5,14
2026-09-02 18:13:43,8.82,2,7.22,17,6.65,14,7.13,22
2026-09-02 18:14:41,10.01,22,8.59,10,8.1,9,11.39,13
2026-09-02 18:15:40,7.8,22,8.97,18,8.3,6,18.63,27
2026-09-02 18:16:38,6.03,22,7.43,14,7.45,10,21.12,37
2026-09-02 18:17:37,9.09,16,8.5,12,5.07,17,15.91,26
2026-09-02 18:18:35,10.2,18,10.93,27,6.26,19,11.19,22
2026-09-02 18:19:33,9.89,19,12.34,15,7.33,7,6.69,18
2026-09-02 18:20:32,12.13,30,11.93,14,6.75,9,11.44,25
2026-09-02 18:21:30,9.33,14,12.43,21,7.01,7,14.8,22
2026-09-02 18:22:29,8.63,19,13.14,25,7.1,1,17.7,27
2026-09-02 18:23:27,10.9,18,14.3,21,6.67,16,17.6,22
2026-09-02 18:24:25,13.76,30,15.5,17,5.45,20,11.24,33
2026-09-02 18:25:24,12.08,16,13.11,24,6.3,21,4.52,5
2026-09-02 18:26:22,14.17,31,11.76,22,4.95,8,12.83,26
2026-09-02 18:27:21,11.19,21,13.63,33,7.12,20,9.86,9
2026-09-02 18:28:19,11.13,22,14.89,21,5.99,18,19.2,29
2026-09-02 18:29:17,10.16,25,15.61,24,6.78,10,8.5,26
2026-09-02 18:30:16,6.95,24,10.05,13,5.96,11,6.16,5
2026-09-02 18:31:14,8.45,9,9.99,7,6.64,10,5.44,27
2026-09-02 18:32:13,10.6,29,5.28,11,6.42,13,9.89,9
2026-09-02 18:33:11,9.88,25,8.59,19,7.08,23,14.18,14
2026-09-02 18:34:09,9.6,20,9.54,9,6.08,6,11.8,21
2026-09-02 18:35:08,12.15,34,10.1,12,4.58,3,15.05,13
2026-09-02 18:36:06,8.77,21,10.15,9,5.12,16,9.27,24
2026-09-02 18:37:05,6.28,24,12.4,27,5.36,11,9.06,20
2026-09-02 18:38:03,6.36,13,11.29,14,4.29,1,6.04,1
2026-09-02 18:39:01,5.4,9,12.67,23,4.51,4,6.89,3
2026-09-02 18:40:00,9.54,29,12.76,14,3.6,4,7.06,9
2026-09-02 18:40:58,10.1,35,12.51,19,4.94,7,11.01,21
2026-09-02 18:41:57,8.27,23,12.53,15,5.24,13,26.14,23
2026-09-02 18:42:55,7.63,24,11.99,4,5.82,17,15.64,16
2026-09-02 18:43:53,13.7,25,9.82,16,8.91,13,14.1,25
2026-09-02 18:44:52,10.9,15,11.31,21,8.18,15,16.79,15
2026-09-02 18:45:50,8.94,19,12.2,6,7.97,9,15.91,25
2026-09-02 18:46:49,9.75,31,11.41,17,8.12,20,20.87,16
2026-09-02 18:47:47,10.86,12,12.29,16,7.4,21,13.92,28
2026-09-02 18:48:45,10.75,20,13.08,13,6.49,10,17.07,34
2026-09-02 18:49:44,8.6,8,10.2,15,7.5,9,12.63,10
2026-09-02 18:50:42,6.84,18,10.23,5,8.26,26,16.49,4
2026-09-02 18:51:41,9.05,26,9.79,17,4.56,16,16.16,9
2026-09-02 18:52:39,9.17,13,8.81,22,5.24,5,16.3,30
2026-09-02 18:53:37,6.3,14,10.12,9,5.47,1,13.0,15
2026-09-02 18:54:36,9.81,30,9.12,15,5.37,9,5.89,21
2026-09-02 18:55:34,11.18,23,9.15,24,7.22,20,4.66,1
2026-09-02 18:56:33,10.12,15,10.22,17,6.46,9,11.31,11
2026-09-02 18:57:31,9.46,13,11.03,14,7.48,11,11.36,17
2026-09-02 18:58:29,9.98,10,11.47,12,6.61,9,15.47,30
2026-09-02 18:59:28,8.59,24,14.69,23,6.23,16,9.56,15
2026-09-02 19:00:26,6.53,12,12.41,18,7.21,21,14.02,12
2026-09-02 19:01:25,8.41,26,12.2,22,6.25,4,18.21,27
2026-09-02 19:02:23,6.27,21,9.84,7,6.28,10,7.63,15
2026-09-02 19:03:21,8.39,15,11.03,24,5.31,10,11.6,22
2026-09-02 19:04:20,6.27,13,12.79,17,4.96,7,20.59,25
2026-09-02 19:05:18,7.49,23,13.94,25,6.46,5,15.03,16
2026-09-02 19:06:17,8.16,20,11.78,14,7.21,18,18.84,25
2026-09-02 19:07:15,12.14,27,11.05,9,5.84,12,17.25,4
2026-09-02 19:08:13,9.24,11,12.99,16,4.98,15,19.63,28
2026-09-02 19:09:12,6.86,22,12.07,13,8.41,23,16.02,32
2026-09-02 19:10:10,6.87,12,13.14,18,7.1,10,12.29,23
2026-09-02 19:11:09,5.99,2,10.82,21,6.07,15,11.48,11
2026-09-02 19:12:07,6.47,13,13.06,26,6.92,10,11.27,6
2026-09-02 19:13:05,8.63,22,13.87,22,6.08,11,10.25,27
2026-09-02 19:14:04,10.59,36,13.49,17,6.01,14,8.47,11
2026-09-02 19:15:02,13.43,25,11.32,15,7.3,12,15.49,20
2026-09-02 19:16:01,10.69,15,11.01,21,8.19,5,12.86,21
2026-09-02 19:16:59,15.32,43,11.31,24,7.46,22,8.76,11
2026-09-02 19:17:57,16.88,34,11.67,16,8.66,15,7.41,15
2026-09-02 19:18:56,13.77,26,11.33,17,7.81,6,12.42,31
2026-09-02 19:19:54,8.04,12,10.95,13,7.2,1,4.38,8
2026-09-02 19:20:53,8.71,14,11.37,19,7.09,12,10.68,33
2026-09-02 19:21:51,9.41,30,13.48,26,6.71,16,15.36,25
2026-09-02 19:22:49,5.43,13,9.51,1,7.37,19,20.47,29
2026-09-02 19:23:48,7.46,15,8.11,15,7.51,20,16.57,30
2026-09-02 19:24:46,8.18,16,7.01,9,6.48,10,12.7,26
2026-09-02 19:25:45,7.53,27,7.69,1,6.87,16,14.45,29
2026-09-02 19:26:43,9.78,18,6.47,14,6.35,3,15.38,26
2026-09-02 19:27:41,11.83,29,9.29,15,6.01,12,20.73,22
2026-09-02 19:28:40,10.31,24,10.28,19,6.27,17,18.84,38
2026-09-02 19:29:38,10.73,25,10.34,8,7.65,10,15.77,21
2026-09-02 19:30:37,9.35,16,9.73,28,7.7,12,10.26,10
2026-09-02 19:31:35,8.29,23,10.66,17,8.79,15,11.54,25
2026-09-02 19:32:33,9.27,30,11.26,15,9.75,16,13.49,25
2026-09-02 19:33:32,10.69,23,11.86,27,8.65,23,19.18,25
2026-09-02 19:34:30,9.53,16,10.6,21,7.39,6,18.24,25
2026-09-02 19:35:29,5.79,8,11.97,23,6.44,20,22.76,33
2026-09-02 19:36:27,8.74,21,9.54,22,7.01,5,25.04,46
2026-09-02 19:37:25,6.48,15,12.28,6,7.97,9,18.27,24
2026-09-02 19:38:24,8.31,19,7.26,23,9.31,10,12.7,9
